Index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde
39, 2.75, 1.72395,0.355194,-0.205368,241.232,3.82718,0.419683,0.631324,0.95597,0.631324,0.95597,0.852383
40, 2.75, 1.72395,0.355194,-0.205368,248.306,4.58666,0.503839,0.631324,0.95597,0.631324,0.95597,0.852383
41, 2.75, 1.72395,0.355194,-0.205368,253.356,4.05349,0.445634,0.631324,0.95597,0.631324,0.95597,0.852383
42, 2.75, 1.72395,0.355194,-0.205368,258.348,4.36461,0.480276,0.631324,0.95597,0.631324,0.95597,0.852383
43, 2.75, 1.72395,0.355194,-0.205368,263.269,3.81992,0.419404,0.631324,0.95597,0.631324,0.95597,0.852383
44, 2.75, 1.72395,0.355194,-0.205368,267.684,4.12455,0.454495,0.631324,0.95597,0.631324,0.95597,0.852383
45, 2.75, 1.72395,0.355194,-0.205368,274.204,4.35919,0.478999,0.631324,0.95597,0.631324,0.95597,0.852383
46, 2.75, 1.72395,0.355194,-0.205368,285.637,5.52002,0.608096,0.631324,0.95597,0.631324,0.95597,0.852383
47, 2.75, 1.72395,0.355194,-0.205368,285.74,5.58833,0.61451,0.631324,0.95597,0.631324,0.95597,0.852383
48, 2.75, 1.72395,0.355194,-0.205368,295.437,5.61843,0.618636,0.631324,0.95597,0.631324,0.95597,0.852383
49, 2.75, 1.72395,0.355194,-0.205368,294.91,6.03158,0.664076,0.631324,0.95597,0.631324,0.95597,0.852383
50, 2.75, 1.72395,0.355194,-0.205368,304.464,8.77671,0.96625,0.631324,0.95597,0.631324,0.95597,0.852383
51, 2.75, 1.72395,0.355194,-0.205368,312.447,7.18423,0.789933,0.631324,0.95597,0.631324,0.95597,0.852383
52, 2.75, 1.72395,0.355194,-0.205368,316.604,7.75111,0.852316,0.631324,0.95597,0.631324,0.95597,0.852383
53, 2.75, 1.72395,0.355194,-0.205368,319.639,6.89074,0.75823,0.631324,0.95597,0.631324,0.95597,0.852383
54, 2.75, 1.72395,0.355194,-0.205368,328.262,8.97909,0.988303,0.631324,0.95597,0.631324,0.95597,0.852383
55, 2.75, 1.72395,0.355194,-0.205368,340.074,9.61236,1.05804,0.631324,0.95597,0.631324,0.95597,0.852383
56, 2.75, 1.72395,0.355194,-0.205368,341.718,10.6131,1.1672,0.631324,0.95597,0.631324,0.95597,0.852383
57, 2.75, 1.72395,0.355194,-0.205368,341.885,11.2273,1.2356,0.631324,0.95597,0.631324,0.95597,0.852383
58, 2.75, 1.72395,0.355194,-0.205368,351.918,11.0818,1.22005,0.631324,0.95597,0.631324,0.95597,0.852383
59, 2.75, 1.72395,0.355194,-0.205368,360.513,10.9348,1.20383,0.631324,0.95597,0.631324,0.95597,0.852383
0, 2.75, 1.74013,0.435095,-0.238171,3.89403,0.36968,0.041223,0.631324,0.95597,0.631324,0.95597,0.852383
1, 2.75, 1.74013,0.435095,-0.238171,15.8918,0.39697,0.0438558,0.631324,0.95597,0.631324,0.95597,0.852383
2, 2.75, 1.74013,0.435095,-0.238171,18.982,0.438636,0.0463657,0.631324,0.95597,0.631324,0.95597,0.852383
3, 2.75, 1.74013,0.435095,-0.238171,24.2912,0.348126,0.0383432,0.631324,0.95597,0.631324,0.95597,0.852383
4, 2.75, 1.74013,0.435095,-0.238171,27.3179,0.48353,0.0537173,0.631324,0.95597,0.631324,0.95597,0.852383
5, 2.75, 1.74013,0.435095,-0.238171,34.6188,0.389715,0.0423519,0.631324,0.95597,0.631324,0.95597,0.852383
6, 2.75, 1.74013,0.435095,-0.238171,39.0519,0.443345,0.0489117,0.631324,0.95597,0.631324,0.95597,0.852383
7, 2.75, 1.74013,0.435095,-0.238171,46.2755,0.498714,0.0552554,0.631324,0.95597,0.631324,0.95597,0.852383
8, 2.75, 1.74013,0.435095,-0.238171,51.7619,0.459156,0.0509587,0.631324,0.95597,0.631324,0.95597,0.852383
9, 2.75, 1.74013,0.435095,-0.238171,60.448,0.431036,0.0481597,0.631324,0.95597,0.631324,0.95597,0.852383
10, 2.75, 1.74013,0.435095,-0.238171,63.6575,0.342694,0.0376476,0.631324,0.95597,0.631324,0.95597,0.852383
11, 2.75, 1.74013,0.435095,-0.238171,71.7576,0.447561,0.0498094,0.631324,0.95597,0.631324,0.95597,0.852383
12, 2.75, 1.74013,0.435095,-0.238171,76.6017,0.351886,0.0384736,0.631324,0.95597,0.631324,0.95597,0.852383
13, 2.75, 1.74013,0.435095,-0.238171,79.8233,0.429408,0.0474912,0.631324,0.95597,0.631324,0.95597,0.852383
14, 2.75, 1.74013,0.435095,-0.238171,86.8119,0.39865,0.0427751,0.631324,0.95597,0.631324,0.95597,0.852383
15, 2.75, 1.74013,0.435095,-0.238171,92.4434,0.376331,0.0414471,0.631324,0.95597,0.631324,0.95597,0.852383
16, 2.75, 1.74013,0.435095,-0.238171,101.612,0.402088,0.0454028,0.631324,0.95597,0.631324,0.95597,0.852383
17, 2.75, 1.74013,0.435095,-0.238171,106.226,0.352168,0.0395189,0.631324,0.95597,0.631324,0.95597,0.852383
18, 2.75, 1.74013,0.435095,-0.238171,114.832,0.399123,0.0449969,0.631324,0.95597,0.631324,0.95597,0.852383
19, 2.75, 1.74013,0.435095,-0.238171,114.629,0.35504,0.0389791,0.631324,0.95597,0.631324,0.95597,0.852383
20, 2.75, 1.74013,0.435095,-0.238171,129.631,0.342211,0.0365617,0.631324,0.95597,0.631324,0.95597,0.852383
21, 2.75, 1.74013,0.435095,-0.238171,127.828,0.359984,0.0391836,0.631324,0.95597,0.631324,0.95597,0.852383
22, 2.75, 1.74013,0.435095,-0.238171,144.363,0.359193,0.0396139,0.631324,0.95597,0.631324,0.95597,0.852383
23, 2.75, 1.74013,0.435095,-0.238171,147.819,0.34078,0.037491,0.631324,0.95597,0.631324,0.95597,0.852383
24, 2.75, 1.74013,0.435095,-0.238171,149.518,0.310086,0.0337978,0.631324,0.95597,0.631324,0.95597,0.852383
25, 2.75, 1.74013,0.435095,-0.238171,155.175,0.41187,0.045961,0.631324,0.95597,0.631324,0.95597,0.852383
26, 2.75, 1.74013,0.435095,-0.238171,156.826,0.398152,0.0441603,0.631324,0.95597,0.631324,0.95597,0.852383
27, 2.75, 1.74013,0.435095,-0.238171,165.758,0.331846,0.0377617,0.631324,0.95597,0.631324,0.95597,0.852383
28, 2.75, 1.74013,0.435095,-0.238171,171.192,0.342671,0.0377196,0.631324,0.95597,0.631324,0.95597,0.852383
29, 2.75, 1.74013,0.435095,-0.238171,174.732,0.375326,0.0416457,0.631324,0.95597,0.631324,0.95597,0.852383
30, 2.75, 1.74013,0.435095,-0.238171,183.655,0.369931,0.0404469,0.631324,0.95597,0.631324,0.95597,0.852383
31, 2.75, 1.74013,0.435095,-0.238171,191.064,0.360308,0.038748,0.631324,0.95597,0.631324,0.95597,0.852383
32, 2.75, 1.74013,0.435095,-0.238171,192.845,0.276379,0.029904,0.631324,0.95597,0.631324,0.95597,0.852383
33, 2.75, 1.74013,0.435095,-0.238171,202.416,0.318983,0.0368659,0.631324,0.95597,0.631324,0.95597,0.852383
34, 2.75, 1.74013,0.435095,-0.238171,209.779,0.387479,0.0435107,0.631324,0.95597,0.631324,0.95597,0.852383
35, 2.75, 1.74013,0.435095,-0.238171,211.1,0.284737,0.0311028,0.631324,0.95597,0.631324,0.95597,0.852383
36, 2.75, 1.74013,0.435095,-0.238171,219.229,0.283551,0.0307954,0.631324,0.95597,0.631324,0.95597,0.852383
37, 2.75, 1.74013,0.435095,-0.238171,224.127,0.320598,0.0348881,0.631324,0.95597,0.631324,0.95597,0.852383
38, 2.75, 1.74013,0.435095,-0.238171,238.508,0.351661,0.0382786,0.631324,0.95597,0.631324,0.95597,0.852383
39, 2.75, 1.74013,0.435095,-0.238171,239.643,0.39769,0.0442307,0.631324,0.95597,0.631324,0.95597,0.852383
40, 2.75, 1.74013,0.435095,-0.238171,243.322,0.356757,0.0394631,0.631324,0.95597,0.631324,0.95597,0.852383
41, 2.75, 1.74013,0.435095,-0.238171,251.684,0.348613,0.0373937,0.631324,0.95597,0.631324,0.95597,0.852383
42, 2.75, 1.74013,0.435095,-0.238171,256.97,0.375963,0.0416565,0.631324,0.95597,0.631324,0.95597,0.852383
43, 2.75, 1.74013,0.435095,-0.238171,267.509,0.391985,0.0434879,0.631324,0.95597,0.631324,0.95597,0.852383
44, 2.75, 1.74013,0.435095,-0.238171,267.162,0.392702,0.0446069,0.631324,0.95597,0.631324,0.95597,0.852383
45, 2.75, 1.74013,0.435095,-0.238171,274.969,0.41992,0.0447968,0.631324,0.95597,0.631324,0.95597,0.852383
46, 2.75, 1.74013,0.435095,-0.238171,278.526,0.476693,0.0516404,0.631324,0.95597,0.631324,0.95597,0.852383
47, 2.75, 1.74013,0.435095,-0.238171,285.211,0.381358,0.0418778,0.631324,0.95597,0.631324,0.95597,0.852383
48, 2.75, 1.74013,0.435095,-0.238171,288.478,0.408107,0.0462882,0.631324,0.95597,0.631324,0.95597,0.852383
49, 2.75, 1.74013,0.435095,-0.238171,303.476,0.330382,0.0354764,0.631324,0.95597,0.631324,0.95597,0.852383
50, 2.75, 1.74013,0.435095,-0.238171,303.402,0.451178,0.0477459,0.631324,0.95597,0.631324,0.95597,0.852383
51, 2.75, 1.74013,0.435095,-0.238171,312.585,0.407716,0.0449415,0.631324,0.95597,0.631324,0.95597,0.852383
52, 2.75, 1.74013,0.435095,-0.238171,314.374,0.399461,0.0449768,0.631324,0.95597,0.631324,0.95597,0.852383
53, 2.75, 1.74013,0.435095,-0.238171,323.77,0.47817,0.0514502,0.631324,0.95597,0.631324,0.95597,0.852383
54, 2.75, 1.74013,0.435095,-0.238171,332.32,0.367207,0.0403496,0.631324,0.95597,0.631324,0.95597,0.852383
55, 2.75, 1.74013,0.435095,-0.238171,330.324,0.343895,0.0381738,0.631324,0.95597,0.631324,0.95597,0.852383
56, 2.75, 1.74013,0.435095,-0.238171,342.634,0.391234,0.0440457,0.631324,0.95597,0.631324,0.95597,0.852383
57, 2.75, 1.74013,0.435095,-0.238171,344.361,0.507656,0.0564142,0.631324,0.95597,0.631324,0.95597,0.852383
58, 2.75, 1.74013,0.435095,-0.238171,351.373,0.407641,0.0450525,0.631324,0.95597,0.631324,0.95597,0.852383
59, 2.75, 1.74013,0.435095,-0.238171,355.898,0.411577,0.0452809,0.631324,0.95597,0.631324,0.95597,0.852383
0, 3.75, 1.75283,0.347765,-0.217527,3.89284,0.828429,0.0918458,0.631324,0.95597,0.631324,0.95597,0.852383
1, 3.75, 1.75283,0.347765,-0.217527,10.7327,0.897728,0.0990946,0.631324,0.95597,0.631324,0.95597,0.852383
2, 3.75, 1.75283,0.347765,-0.217527,11.6695,0.831487,0.0885257,0.631324,0.95597,0.631324,0.95597,0.852383
3, 3.75, 1.75283,0.347765,-0.217527,20.2818,0.77667,0.0851852,0.631324,0.95597,0.631324,0.95597,0.852383
4, 3.75, 1.75283,0.347765,-0.217527,27.0325,0.582701,0.0647835,0.631324,0.95597,0.631324,0.95597,0.852383
5, 3.75, 1.75283,0.347765,-0.217527,28.5325,0.623827,0.0666038,0.631324,0.95597,0.631324,0.95597,0.852383
6, 3.75, 1.75283,0.347765,-0.217527,39.5733,0.530075,0.0580238,0.631324,0.95597,0.631324,0.95597,0.852383
7, 3.75, 1.75283,0.347765,-0.217527,46.282,0.487128,0.0558103,0.631324,0.95597,0.631324,0.95597,0.852383
8, 3.75, 1.75283,0.347765,-0.217527,53.4434,0.482788,0.0550029,0.631324,0.95597,0.631324,0.95597,0.852383
9, 3.75, 1.75283,0.347765,-0.217527,61.6608,0.360704,0.0380581,0.631324,0.95597,0.631324,0.95597,0.852383
10, 3.75, 1.75283,0.347765,-0.217527,65.8672,0.368817,0.0404707,0.631324,0.95597,0.631324,0.95597,0.852383
11, 3.75, 1.75283,0.347765,-0.217527,73.7734,0.284395,0.0303002,0.631324,0.95597,0.631324,0.95597,0.852383
12, 3.75, 1.75283,0.347765,-0.217527,80.0161,0.283137,0.0317536,0.631324,0.95597,0.631324,0.95597,0.852383
13, 3.75, 1.75283,0.347765,-0.217527,80.1072,0.280103,0.0301877,0.631324,0.95597,0.631324,0.95597,0.852383
14, 3.75, 1.75283,0.347765,-0.217527,88.3639,0.228555,0.0266784,0.631324,0.95597,0.631324,0.95597,0.852383
15, 3.75, 1.75283,0.347765,-0.217527,89.8902,0.217884,0.024306,0.631324,0.95597,0.631324,0.95597,0.852383
16, 3.75, 1.75283,0.347765,-0.217527,99.1204,0.229121,0.0246271,0.631324,0.95597,0.631324,0.95597,0.852383
17, 3.75, 1.75283,0.347765,-0.217527,109.668,0.159373,0.0164917,0.631324,0.95597,0.631324,0.95597,0.852383
18, 3.75, 1.75283,0.347765,-0.217527,116.432,0.175465,0.0180025,0.631324,0.95597,0.631324,0.95597,0.852383
19, 3.75, 1.75283,0.347765,-0.217527,120.022,0.195056,0.0212633,0.631324,0.95597,0.631324,0.95597,0.852383
20, 3.75, 1.75283,0.347765,-0.217527,123.194,0.154554,0.0181037,0.631324,0.95597,0.631324,0.95597,0.852383
21, 3.75, 1.75283,0.347765,-0.217527,129.367,0.185515,0.0198763,0.631324,0.95597,0.631324,0.95597,0.852383
22, 3.75, 1.75283,0.347765,-0.217527,133.513,0.142647,0.0148661,0.631324,0.95597,0.631324,0.95597,0.852383
23, 3.75, 1.75283,0.347765,-0.217527,143.295,0.143629,0.0142933,0.631324,0.95597,0.631324,0.95597,0.852383
24, 3.75, 1.75283,0.347765,-0.217527,149.499,0.117251,0.0140506,0.631324,0.95597,0.631324,0.95597,0.852383
25, 3.75, 1.75283,0.347765,-0.217527,154.06,0.150653,0.0170941,0.631324,0.95597,0.631324,0.95597,0.852383
26, 3.75, 1.75283,0.347765,-0.217527,157.457,0.16469,0.0176713,0.631324,0.95597,0.631324,0.95597,0.852383
27, 3.75, 1.75283,0.347765,-0.217527,167.289,0.129597,0.0139439,0.631324,0.95597,0.631324,0.95597,0.852383
28, 3.75, 1.75283,0.347765,-0.217527,177.416,0.117423,0.0132318,0.631324,0.95597,0.631324,0.95597,0.852383
29, 3.75, 1.75283,0.347765,-0.217527,182.525,0.119789,0.0123148,0.631324,0.95597,0.631324,0.95597,0.852383
30, 3.75, 1.75283,0.347765,-0.217527,185.644,0.137439,0.0141963,0.631324,0.95597,0.631324,0.95597,0.852383
31, 3.75, 1.75283,0.347765,-0.217527,186.798,0.122341,0.0151912,0.631324,0.95597,0.631324,0.95597,0.852383
32, 3.75, 1.75283,0.347765,-0.217527,197.674,0.135966,0.0148906,0.631324,0.95597,0.631324,0.95597,0.852383
33, 3.75, 1.75283,0.347765,-0.217527,203.592,0.132163,0.0171986,0.631324,0.95597,0.631324,0.95597,0.852383
34, 3.75, 1.75283,0.347765,-0.217527,209.389,0.137959,0.0149965,0.631324,0.95597,0.631324,0.95597,0.852383
35, 3.75, 1.75283,0.347765,-0.217527,211.383,0.111313,0.0133456,0.631324,0.95597,0.631324,0.95597,0.852383
36, 3.75, 1.75283,0.347765,-0.217527,216.059,0.147807,0.0153216,0.631324,0.95597,0.631324,0.95597,0.852383
37, 3.75, 1.75283,0.347765,-0.217527,221.72,0.1578,0.0172816,0.631324,0.95597,0.631324,0.95597,0.852383
38, 3.75, 1.75283,0.347765,-0.217527,233.978,0.197248,0.0217704,0.631324,0.95597,0.631324,0.95597,0.852383
39, 3.75, 1.75283,0.347765,-0.217527,236.539,0.171219,0.018974,0.631324,0.95597,0.631324,0.95597,0.852383
40, 3.75, 1.75283,0.347765,-0.217527,246.499,0.153767,0.0172314,0.631324,0.95597,0.631324,0.95597,0.852383
41, 3.75, 1.75283,0.347765,-0.217527,249.002,0.169814,0.0193478,0.631324,0.95597,0.631324,0.95597,0.852383
42, 3.75, 1.75283,0.347765,-0.217527,254.913,0.193578,0.0214518,0.631324,0.95597,0.631324,0.95597,0.852383
43, 3.75, 1.75283,0.347765,-0.217527,263.931,0.208703,0.0223004,0.631324,0.95597,0.631324,0.95597,0.852383
44, 3.75, 1.75283,0.347765,-0.217527,267.58,0.259027,0.0269594,0.631324,0.95597,0.631324,0.95597,0.852383
45, 3.75, 1.75283,0.347765,-0.217527,271.751,0.234289,0.0250875,0.631324,0.95597,0.631324,0.95597,0.852383
46, 3.75, 1.75283,0.347765,-0.217527,284.316,0.295407,0.031282,0.631324,0.95597,0.631324,0.95597,0.852383
47, 3.75, 1.75283,0.347765,-0.217527,285.793,0.31103,0.0344549,0.631324,0.95597,0.631324,0.95597,0.852383
48, 3.75, 1.75283,0.347765,-0.217527,291.464,0.341243,0.0381446,0.631324,0.95597,0.631324,0.95597,0.852383
49, 3.75, 1.75283,0.347765,-0.217527,302.268,0.378447,0.0422616,0.631324,0.95597,0.631324,0.95597,0.852383
50, 3.75, 1.75283,0.347765,-0.217527,300.208,0.380596,0.0419415,0.631324,0.95597,0.631324,0.95597,0.852383
51, 3.75, 1.75283,0.347765,-0.217527,310.906,0.466768,0.0519103,0.631324,0.95597,0.631324,0.95597,0.852383
52, 3.75, 1.75283,0.347765,-0.217527,314.243,0.440518,0.0479287,0.631324,0.95597,0.631324,0.95597,0.852383
53, 3.75, 1.75283,0.347765,-0.217527,318.762,0.559999,0.0603598,0.631324,0.95597,0.631324,0.95597,0.852383
54, 3.75, 1.75283,0.347765,-0.217527,331.177,0.639951,0.0701679,0.631324,0.95597,0.631324,0.95597,0.852383
55, 3.75, 1.75283,0.347765,-0.217527,336.775,0.571323,0.0637273,0.631324,0.95597,0.631324,0.95597,0.852383
56, 3.75, 1.75283,0.347765,-0.217527,339.187,0.794801,0.087732,0.631324,0.95597,0.631324,0.95597,0.852383
57, 3.75, 1.75283,0.347765,-0.217527,346.985,0.752786,0.0826064,0.631324,0.95597,0.631324,0.95597,0.852383
58, 3.75, 1.75283,0.347765,-0.217527,351.399,0.870755,0.0946639,0.631324,0.95597,0.631324,0.95597,0.852383
59, 3.75, 1.75283,0.347765,-0.217527,352.78,0.694389,0.0760358,0.631324,0.95597,0.631324,0.95597,0.852383
0, 3.75, 1.72395,0.355194,-0.205368,4.6426,0.552648,0.0607276,0.631324,0.95597,0.631324,0.95597,0.852383
1, 3.75, 1.72395,0.355194,-0.205368,8.23794,0.548004,0.059445,0.631324,0.95597,0.631324,0.95597,0.852383
2, 3.75, 1.72395,0.355194,-0.205368,16.5827,0.518181,0.0549384,0.631324,0.95597,0.631324,0.95597,0.852383
3, 3.75, 1.72395,0.355194,-0.205368,25.8822,0.459551,0.0515885,0.631324,0.95597,0.631324,0.95597,0.852383
4, 3.75, 1.72395,0.355194,-0.205368,28.7016,0.40637,0.0437313,0.631324,0.95597,0.631324,0.95597,0.852383
5, 3.75, 1.72395,0.355194,-0.205368,32.1727,0.496335,0.0554896,0.631324,0.95597,0.631324,0.95597,0.852383
6, 3.75, 1.72395,0.355194,-0.205368,45.6681,0.418241,0.0431223,0.631324,0.95597,0.631324,0.95597,0.852383
7, 3.75, 1.72395,0.355194,-0.205368,43.3469,0.383514,0.0415177,0.631324,0.95597,0.631324,0.95597,0.852383
8, 3.75, 1.72395,0.355194,-0.205368,52.2394,0.368728,0.0407284,0.631324,0.95597,0.631324,0.95597,0.852383
9, 3.75, 1.72395,0.355194,-0.205368,65.143,0.310365,0.0335668,0.631324,0.95597,0.631324,0.95597,0.852383
10, 3.75, 1.72395,0.355194,-0.205368,61.9967,0.334002,0.0360735,0.631324,0.95597,0.631324,0.95597,0.852383
11, 3.75, 1.72395,0.355194,-0.205368,70.4787,0.26441,0.0283538,0.631324,0.95597,0.631324,0.95597,0.852383
12, 3.75, 1.72395,0.355194,-0.205368,80.8149,0.224449,0.0252496,0.631324,0.95597,0.631324,0.95597,0.852383
13, 3.75, 1.72395,0.355194,-0.205368,80.4632,0.290578,0.0309557,0.631324,0.95597,0.631324,0.95597,0.852383
14, 3.75, 1.72395,0.355194,-0.205368,88.4559,0.200455,0.0217975,0.631324,0.95597,0.631324,0.95597,0.852383
15, 3.75, 1.72395,0.355194,-0.205368,94.2397,0.18916,0.0198449,0.631324,0.95597,0.631324,0.95597,0.852383
16, 3.75, 1.72395,0.355194,-0.205368,102.813,0.184714,0.0192082,0.631324,0.95597,0.631324,0.95597,0.852383
17, 3.75, 1.72395,0.355194,-0.205368,104.386,0.1909,0.0222255,0.631324,0.95597,0.631324,0.95597,0.852383
18, 3.75, 1.72395,0.355194,-0.205368,110.482,0.169545,0.0190291,0.631324,0.95597,0.631324,0.95597,0.852383
19, 3.75, 1.72395,0.355194,-0.205368,121.919,0.141356,0.0151184,0.631324,0.95597,0.631324,0.95597,0.852383
20, 3.75, 1.72395,0.355194,-0.205368,133.172,0.132452,0.0139299,0.631324,0.95597,0.631324,0.95597,0.852383
21, 3.75, 1.72395,0.355194,-0.205368,130.201,0.138728,0.0157933,0.631324,0.95597,0.631324,0.95597,0.852383
22, 3.75, 1.72395,0.355194,-0.205368,131.35,0.126274,0.0134618,0.631324,0.95597,0.631324,0.95597,0.852383
23, 3.75, 1.72395,0.355194,-0.205368,146.439,0.154946,0.0160751,0.631324,0.95597,0.631324,0.95597,0.852383
24, 3.75, 1.72395,0.355194,-0.205368,152.361,0.135879,0.0150719,0.631324,0.95597,0.631324,0.95597,0.852383
25, 3.75, 1.72395,0.355194,-0.205368,159.22,0.140294,0.0144313,0.631324,0.95597,0.631324,0.95597,0.852383
26, 3.75, 1.72395,0.355194,-0.205368,162.463,0.147563,0.0159061,0.631324,0.95597,0.631324,0.95597,0.852383
27, 3.75, 1.72395,0.355194,-0.205368,165.845,0.118859,0.0127548,0.631324,0.95597,0.631324,0.95597,0.852383
28, 3.75, 1.72395,0.355194,-0.205368,169.231,0.11235,0.0100641,0.631324,0.95597,0.631324,0.95597,0.852383
29, 3.75, 1.72395,0.355194,-0.205368,183.277,0.129009,0.014465,0.631324,0.95597,0.631324,0.95597,0.852383
30, 3.75, 1.72395,0.355194,-0.205368,182.385,0.132287,0.0151395,0.631324,0.95597,0.631324,0.95597,0.852383
31, 3.75, 1.72395,0.355194,-0.205368,188.004,0.139112,0.0160726,0.631324,0.95597,0.631324,0.95597,0.852383
32, 3.75, 1.72395,0.355194,-0.205368,194.934,0.12083,0.0145863,0.631324,0.95597,0.631324,0.95597,0.852383
33, 3.75, 1.72395,0.355194,-0.205368,195.857,0.134899,0.0167202,0.631324,0.95597,0.631324,0.95597,0.852383
34, 3.75, 1.72395,0.355194,-0.205368,212.425,0.123372,0.0145468,0.631324,0.95597,0.631324,0.95597,0.852383
35, 3.75, 1.72395,0.355194,-0.205368,210.317,0.110594,0.0116472,0.631324,0.95597,0.631324,0.95597,0.852383
36, 3.75, 1.72395,0.355194,-0.205368,220.036,0.126485,0.0149366,0.631324,0.95597,0.631324,0.95597,0.852383
