Index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde
37, 2.75, 1.72395,0.355194,-0.16996,227.1,8.43747,0.927962,0.677287,1.0538,0.677287,1.0538,0.908049
38, 2.75, 1.72395,0.355194,-0.16996,230.331,8.70619,0.958589,0.677287,1.0538,0.677287,1.0538,0.908049
39, 2.75, 1.72395,0.355194,-0.16996,241.232,9.2076,1.01153,0.677287,1.0538,0.677287,1.0538,0.908049
40, 2.75, 1.72395,0.355194,-0.16996,248.306,11.215,1.23296,0.677287,1.0538,0.677287,1.0538,0.908049
41, 2.75, 1.72395,0.355194,-0.16996,253.356,10.0449,1.10469,0.677287,1.0538,0.677287,1.0538,0.908049
42, 2.75, 1.72395,0.355194,-0.16996,258.348,10.9785,1.2078,0.677287,1.0538,0.677287,1.0538,0.908049
43, 2.75, 1.72395,0.355194,-0.16996,263.269,9.76884,1.07378,0.677287,1.0538,0.677287,1.0538,0.908049
44, 2.75, 1.72395,0.355194,-0.16996,267.684,10.7243,1.18047,0.677287,1.0538,0.677287,1.0538,0.908049
45, 2.75, 1.72395,0.355194,-0.16996,274.204,11.6554,1.28158,0.677287,1.0538,0.677287,1.0538,0.908049
46, 2.75, 1.72395,0.355194,-0.16996,285.637,15.6835,1.72608,0.677287,1.0538,0.677287,1.0538,0.908049
47, 2.75, 1.72395,0.355194,-0.16996,285.74,15.8875,1.74741,0.677287,1.0538,0.677287,1.0538,0.908049
48, 2.75, 1.72395,0.355194,-0.16996,295.437,17.0667,1.87795,0.677287,1.0538,0.677287,1.0538,0.908049
49, 2.75, 1.72395,0.355194,-0.16996,294.91,18.2486,2.00795,0.677287,1.0538,0.677287,1.0538,0.908049
50, 2.75, 1.72395,0.355194,-0.16996,304.464,28.7766,3.16624,0.677287,1.0538,0.677287,1.0538,0.908049
51, 2.75, 1.72395,0.355194,-0.16996,312.447,25.5431,2.80941,0.677287,1.0538,0.677287,1.0538,0.908049
52, 2.75, 1.72395,0.355194,-0.16996,316.604,28.8954,3.17819,0.677287,1.0538,0.677287,1.0538,0.908049
53, 2.75, 1.72395,0.355194,-0.16996,319.639,26.649,2.93163,0.677287,1.0538,0.677287,1.0538,0.908049
54, 2.75, 1.72395,0.355194,-0.16996,328.262,38.8594,4.27514,0.677287,1.0538,0.677287,1.0538,0.908049
55, 2.75, 1.72395,0.355194,-0.16996,340.074,48.7616,5.36446,0.677287,1.0538,0.677287,1.0538,0.908049
56, 2.75, 1.72395,0.355194,-0.16996,341.718,54.95,6.04425,0.677287,1.0538,0.677287,1.0538,0.908049
57, 2.75, 1.72395,0.355194,-0.16996,341.885,58.2475,6.40782,0.677287,1.0538,0.677287,1.0538,0.908049
58, 2.75, 1.72395,0.355194,-0.16996,351.918,63.3949,6.97449,0.677287,1.0538,0.677287,1.0538,0.908049
59, 2.75, 1.72395,0.355194,-0.16996,360.513,64.3089,7.07498,0.677287,1.0538,0.677287,1.0538,0.908049
0, 3.75, 1.75283,0.347765,-0.180023,3.89284,0.68166,0.0757012,0.677287,1.0538,0.677287,1.0538,0.908049
1, 3.75, 1.75283,0.347765,-0.180023,10.7327,0.748821,0.0827149,0.677287,1.0538,0.677287,1.0538,0.908049
2, 3.75, 1.75283,0.347765,-0.180023,11.6695,0.695504,0.0735676,0.677287,1.0538,0.677287,1.0538,0.908049
3, 3.75, 1.75283,0.347765,-0.180023,20.2818,0.672397,0.0737151,0.677287,1.0538,0.677287,1.0538,0.908049
4, 3.75, 1.75283,0.347765,-0.180023,27.0325,0.522731,0.0581869,0.677287,1.0538,0.677287,1.0538,0.908049
5, 3.75, 1.75283,0.347765,-0.180023,28.5325,0.564461,0.0600735,0.677287,1.0538,0.677287,1.0538,0.908049
6, 3.75, 1.75283,0.347765,-0.180023,39.5733,0.513087,0.0561552,0.677287,1.0538,0.677287,1.0538,0.908049
7, 3.75, 1.75283,0.347765,-0.180023,46.282,0.491669,0.0563098,0.677287,1.0538,0.677287,1.0538,0.908049
8, 3.75, 1.75283,0.347765,-0.180023,53.4434,0.508857,0.0578705,0.677287,1.0538,0.677287,1.0538,0.908049
9, 3.75, 1.75283,0.347765,-0.180023,61.6608,0.398297,0.0421933,0.677287,1.0538,0.677287,1.0538,0.908049
10, 3.75, 1.75283,0.347765,-0.180023,65.8672,0.416409,0.0457058,0.677287,1.0538,0.677287,1.0538,0.908049
11, 3.75, 1.75283,0.347765,-0.180023,73.7734,0.333719,0.0357259,0.677287,1.0538,0.677287,1.0538,0.908049
12, 3.75, 1.75283,0.347765,-0.180023,80.0161,0.341482,0.0381715,0.677287,1.0538,0.677287,1.0538,0.908049
13, 3.75, 1.75283,0.347765,-0.180023,80.1072,0.337952,0.036551,0.677287,1.0538,0.677287,1.0538,0.908049
14, 3.75, 1.75283,0.347765,-0.180023,88.3639,0.284777,0.0328628,0.677287,1.0538,0.677287,1.0538,0.908049
15, 3.75, 1.75283,0.347765,-0.180023,89.8902,0.272966,0.030365,0.677287,1.0538,0.677287,1.0538,0.908049
16, 3.75, 1.75283,0.347765,-0.180023,99.1204,0.295754,0.0319567,0.677287,1.0538,0.677287,1.0538,0.908049
17, 3.75, 1.75283,0.347765,-0.180023,109.668,0.211565,0.0222328,0.677287,1.0538,0.677287,1.0538,0.908049
18, 3.75, 1.75283,0.347765,-0.180023,116.432,0.236403,0.0247057,0.677287,1.0538,0.677287,1.0538,0.908049
19, 3.75, 1.75283,0.347765,-0.180023,120.022,0.264629,0.0289164,0.677287,1.0538,0.677287,1.0538,0.908049
20, 3.75, 1.75283,0.347765,-0.180023,123.194,0.210865,0.024298,0.677287,1.0538,0.677287,1.0538,0.908049
21, 3.75, 1.75283,0.347765,-0.180023,129.367,0.255575,0.0275829,0.677287,1.0538,0.677287,1.0538,0.908049
22, 3.75, 1.75283,0.347765,-0.180023,133.513,0.197628,0.0209141,0.677287,1.0538,0.677287,1.0538,0.908049
23, 3.75, 1.75283,0.347765,-0.180023,143.295,0.201142,0.0206198,0.677287,1.0538,0.677287,1.0538,0.908049
24, 3.75, 1.75283,0.347765,-0.180023,149.499,0.165055,0.019309,0.677287,1.0538,0.677287,1.0538,0.908049
25, 3.75, 1.75283,0.347765,-0.180023,154.06,0.212729,0.0239224,0.677287,1.0538,0.677287,1.0538,0.908049
26, 3.75, 1.75283,0.347765,-0.180023,157.457,0.232996,0.025185,0.677287,1.0538,0.677287,1.0538,0.908049
27, 3.75, 1.75283,0.347765,-0.180023,167.289,0.184068,0.0199356,0.677287,1.0538,0.677287,1.0538,0.908049
28, 3.75, 1.75283,0.347765,-0.180023,177.416,0.167058,0.0186917,0.677287,1.0538,0.677287,1.0538,0.908049
29, 3.75, 1.75283,0.347765,-0.180023,182.525,0.170426,0.0178848,0.677287,1.0538,0.677287,1.0538,0.908049
30, 3.75, 1.75283,0.347765,-0.180023,185.644,0.195482,0.020581,0.677287,1.0538,0.677287,1.0538,0.908049
31, 3.75, 1.75283,0.347765,-0.180023,186.798,0.17398,0.0208716,0.677287,1.0538,0.677287,1.0538,0.908049
32, 3.75, 1.75283,0.347765,-0.180023,197.674,0.192789,0.0211411,0.677287,1.0538,0.677287,1.0538,0.908049
33, 3.75, 1.75283,0.347765,-0.180023,203.592,0.186874,0.0232168,0.677287,1.0538,0.677287,1.0538,0.908049
34, 3.75, 1.75283,0.347765,-0.180023,209.389,0.194362,0.0212008,0.677287,1.0538,0.677287,1.0538,0.908049
35, 3.75, 1.75283,0.347765,-0.180023,211.383,0.156592,0.0183263,0.677287,1.0538,0.677287,1.0538,0.908049
36, 3.75, 1.75283,0.347765,-0.180023,216.059,0.207118,0.0218458,0.677287,1.0538,0.677287,1.0538,0.908049
37, 3.75, 1.75283,0.347765,-0.180023,221.72,0.219865,0.0241087,0.677287,1.0538,0.677287,1.0538,0.908049
38, 3.75, 1.75283,0.347765,-0.180023,233.978,0.270368,0.0298137,0.677287,1.0538,0.677287,1.0538,0.908049
39, 3.75, 1.75283,0.347765,-0.180023,236.539,0.233709,0.0258479,0.677287,1.0538,0.677287,1.0538,0.908049
40, 3.75, 1.75283,0.347765,-0.180023,246.499,0.205902,0.0229664,0.677287,1.0538,0.677287,1.0538,0.908049
41, 3.75, 1.75283,0.347765,-0.180023,249.002,0.226125,0.025542,0.677287,1.0538,0.677287,1.0538,0.908049
42, 3.75, 1.75283,0.347765,-0.180023,254.913,0.254059,0.0281047,0.677287,1.0538,0.677287,1.0538,0.908049
43, 3.75, 1.75283,0.347765,-0.180023,263.931,0.266904,0.0287024,0.677287,1.0538,0.677287,1.0538,0.908049
44, 3.75, 1.75283,0.347765,-0.180023,267.58,0.327352,0.0344752,0.677287,1.0538,0.677287,1.0538,0.908049
45, 3.75, 1.75283,0.347765,-0.180023,271.751,0.291799,0.0314136,0.677287,1.0538,0.677287,1.0538,0.908049
46, 3.75, 1.75283,0.347765,-0.180023,284.316,0.349663,0.0372501,0.677287,1.0538,0.677287,1.0538,0.908049
47, 3.75, 1.75283,0.347765,-0.180023,285.793,0.365702,0.0404688,0.677287,1.0538,0.677287,1.0538,0.908049
48, 3.75, 1.75283,0.347765,-0.180023,291.464,0.390513,0.0435642,0.677287,1.0538,0.677287,1.0538,0.908049
49, 3.75, 1.75283,0.347765,-0.180023,302.268,0.408892,0.0456105,0.677287,1.0538,0.677287,1.0538,0.908049
50, 3.75, 1.75283,0.347765,-0.180023,300.208,0.41598,0.0458338,0.677287,1.0538,0.677287,1.0538,0.908049
51, 3.75, 1.75283,0.347765,-0.180023,310.906,0.479313,0.0532904,0.677287,1.0538,0.677287,1.0538,0.908049
52, 3.75, 1.75283,0.347765,-0.180023,314.243,0.443184,0.048222,0.677287,1.0538,0.677287,1.0538,0.908049
53, 3.75, 1.75283,0.347765,-0.180023,318.762,0.547735,0.0590108,0.677287,1.0538,0.677287,1.0538,0.908049
54, 3.75, 1.75283,0.347765,-0.180023,331.177,0.580031,0.0635767,0.677287,1.0538,0.677287,1.0538,0.908049
55, 3.75, 1.75283,0.347765,-0.180023,336.775,0.501982,0.0560999,0.677287,1.0538,0.677287,1.0538,0.908049
56, 3.75, 1.75283,0.347765,-0.180023,339.187,0.689865,0.076189,0.677287,1.0538,0.677287,1.0538,0.908049
57, 3.75, 1.75283,0.347765,-0.180023,346.985,0.632426,0.0693668,0.677287,1.0538,0.677287,1.0538,0.908049
58, 3.75, 1.75283,0.347765,-0.180023,351.399,0.722304,0.0783343,0.677287,1.0538,0.677287,1.0538,0.908049
59, 3.75, 1.75283,0.347765,-0.180023,352.78,0.574293,0.0628252,0.677287,1.0538,0.677287,1.0538,0.908049
0, 3.75, 1.72395,0.355194,-0.16996,4.6426,0.43218,0.0474761,0.677287,1.0538,0.677287,1.0538,0.908049
1, 3.75, 1.72395,0.355194,-0.16996,8.23794,0.430862,0.0465593,0.677287,1.0538,0.677287,1.0538,0.908049
2, 3.75, 1.72395,0.355194,-0.16996,16.5827,0.41699,0.0438074,0.677287,1.0538,0.677287,1.0538,0.908049
3, 3.75, 1.72395,0.355194,-0.16996,25.8822,0.385224,0.0434126,0.677287,1.0538,0.677287,1.0538,0.908049
4, 3.75, 1.72395,0.355194,-0.16996,28.7016,0.345727,0.0370607,0.677287,1.0538,0.677287,1.0538,0.908049
5, 3.75, 1.72395,0.355194,-0.16996,32.1727,0.430552,0.0482535,0.677287,1.0538,0.677287,1.0538,0.908049
6, 3.75, 1.72395,0.355194,-0.16996,45.6681,0.394424,0.0405024,0.677287,1.0538,0.677287,1.0538,0.908049
7, 3.75, 1.72395,0.355194,-0.16996,43.3469,0.356315,0.0385259,0.677287,1.0538,0.677287,1.0538,0.908049
8, 3.75, 1.72395,0.355194,-0.16996,52.2394,0.36286,0.040083,0.677287,1.0538,0.677287,1.0538,0.908049
9, 3.75, 1.72395,0.355194,-0.16996,65.143,0.331479,0.0358894,0.677287,1.0538,0.677287,1.0538,0.908049
10, 3.75, 1.72395,0.355194,-0.16996,61.9967,0.349834,0.037815,0.677287,1.0538,0.677287,1.0538,0.908049
11, 3.75, 1.72395,0.355194,-0.16996,70.4787,0.291613,0.0313461,0.677287,1.0538,0.677287,1.0538,0.908049
12, 3.75, 1.72395,0.355194,-0.16996,80.8149,0.262337,0.0294173,0.677287,1.0538,0.677287,1.0538,0.908049
13, 3.75, 1.72395,0.355194,-0.16996,80.4632,0.338992,0.0362813,0.677287,1.0538,0.677287,1.0538,0.908049
14, 3.75, 1.72395,0.355194,-0.16996,88.4559,0.243587,0.026542,0.677287,1.0538,0.677287,1.0538,0.908049
15, 3.75, 1.72395,0.355194,-0.16996,94.2397,0.236157,0.0250146,0.677287,1.0538,0.677287,1.0538,0.908049
16, 3.75, 1.72395,0.355194,-0.16996,102.813,0.239087,0.0251891,0.677287,1.0538,0.677287,1.0538,0.908049
17, 3.75, 1.72395,0.355194,-0.16996,104.386,0.248609,0.0285734,0.677287,1.0538,0.677287,1.0538,0.908049
18, 3.75, 1.72395,0.355194,-0.16996,110.482,0.225758,0.0252125,0.677287,1.0538,0.677287,1.0538,0.908049
19, 3.75, 1.72395,0.355194,-0.16996,121.919,0.195014,0.0210208,0.677287,1.0538,0.677287,1.0538,0.908049
20, 3.75, 1.72395,0.355194,-0.16996,133.172,0.187798,0.020018,0.677287,1.0538,0.677287,1.0538,0.908049
21, 3.75, 1.72395,0.355194,-0.16996,130.201,0.195417,0.0220291,0.677287,1.0538,0.677287,1.0538,0.908049
22, 3.75, 1.72395,0.355194,-0.16996,131.35,0.178334,0.0191884,0.677287,1.0538,0.677287,1.0538,0.908049
23, 3.75, 1.72395,0.355194,-0.16996,146.439,0.224912,0.0237714,0.677287,1.0538,0.677287,1.0538,0.908049
24, 3.75, 1.72395,0.355194,-0.16996,152.361,0.198756,0.0219883,0.677287,1.0538,0.677287,1.0538,0.908049
25, 3.75, 1.72395,0.355194,-0.16996,159.22,0.206632,0.0217285,0.677287,1.0538,0.677287,1.0538,0.908049
26, 3.75, 1.72395,0.355194,-0.16996,162.463,0.21789,0.0236422,0.677287,1.0538,0.677287,1.0538,0.908049
27, 3.75, 1.72395,0.355194,-0.16996,165.845,0.175888,0.0190281,0.677287,1.0538,0.677287,1.0538,0.908049
28, 3.75, 1.72395,0.355194,-0.16996,169.231,0.16654,0.016025,0.677287,1.0538,0.677287,1.0538,0.908049
29, 3.75, 1.72395,0.355194,-0.16996,183.277,0.191637,0.0213541,0.677287,1.0538,0.677287,1.0538,0.908049
30, 3.75, 1.72395,0.355194,-0.16996,182.385,0.196525,0.0222058,0.677287,1.0538,0.677287,1.0538,0.908049
31, 3.75, 1.72395,0.355194,-0.16996,188.004,0.206424,0.0234769,0.677287,1.0538,0.677287,1.0538,0.908049
32, 3.75, 1.72395,0.355194,-0.16996,194.934,0.178724,0.0209546,0.677287,1.0538,0.677287,1.0538,0.908049
33, 3.75, 1.72395,0.355194,-0.16996,195.857,0.199418,0.0238173,0.677287,1.0538,0.677287,1.0538,0.908049
34, 3.75, 1.72395,0.355194,-0.16996,212.425,0.179367,0.0207064,0.677287,1.0538,0.677287,1.0538,0.908049
35, 3.75, 1.72395,0.355194,-0.16996,210.317,0.161243,0.0172185,0.677287,1.0538,0.677287,1.0538,0.908049
36, 3.75, 1.72395,0.355194,-0.16996,220.036,0.181711,0.0210115,0.677287,1.0538,0.677287,1.0538,0.908049
37, 3.75, 1.72395,0.355194,-0.16996,227.1,0.22051,0.0240964,0.677287,1.0538,0.677287,1.0538,0.908049
38, 3.75, 1.72395,0.355194,-0.16996,230.331,0.2257,0.0257347,0.677287,1.0538,0.677287,1.0538,0.908049
39, 3.75, 1.72395,0.355194,-0.16996,241.232,0.231004,0.0241033,0.677287,1.0538,0.677287,1.0538,0.908049
40, 3.75, 1.72395,0.355194,-0.16996,248.306,0.274025,0.0294494,0.677287,1.0538,0.677287,1.0538,0.908049
41, 3.75, 1.72395,0.355194,-0.16996,253.356,0.240149,0.0261668,0.677287,1.0538,0.677287,1.0538,0.908049
42, 3.75, 1.72395,0.355194,-0.16996,258.348,0.256192,0.0283499,0.677287,1.0538,0.677287,1.0538,0.908049
43, 3.75, 1.72395,0.355194,-0.16996,263.269,0.221944,0.0236258,0.677287,1.0538,0.677287,1.0538,0.908049
44, 3.75, 1.72395,0.355194,-0.16996,267.684,0.237228,0.0268896,0.677287,1.0538,0.677287,1.0538,0.908049
45, 3.75, 1.72395,0.355194,-0.16996,274.204,0.246549,0.0266087,0.677287,1.0538,0.677287,1.0538,0.908049
46, 3.75, 1.72395,0.355194,-0.16996,285.637,0.301393,0.0340471,0.677287,1.0538,0.677287,1.0538,0.908049
47, 3.75, 1.72395,0.355194,-0.16996,285.74,0.305016,0.0333449,0.677287,1.0538,0.677287,1.0538,0.908049
48, 3.75, 1.72395,0.355194,-0.16996,295.437,0.295783,0.0331446,0.677287,1.0538,0.677287,1.0538,0.908049
49, 3.75, 1.72395,0.355194,-0.16996,294.91,0.318204,0.0356044,0.677287,1.0538,0.677287,1.0538,0.908049
50, 3.75, 1.72395,0.355194,-0.16996,304.464,0.444612,0.0497186,0.677287,1.0538,0.677287,1.0538,0.908049
51, 3.75, 1.72395,0.355194,-0.16996,312.447,0.350666,0.0382409,0.677287,1.0538,0.677287,1.0538,0.908049
52, 3.75, 1.72395,0.355194,-0.16996,316.604,0.370819,0.0404844,0.677287,1.0538,0.677287,1.0538,0.908049
53, 3.75, 1.72395,0.355194,-0.16996,319.639,0.324827,0.0359797,0.677287,1.0538,0.677287,1.0538,0.908049
54, 3.75, 1.72395,0.355194,-0.16996,328.262,0.406176,0.0452827,0.677287,1.0538,0.677287,1.0538,0.908049
55, 3.75, 1.72395,0.355194,-0.16996,340.074,0.41393,0.0462172,0.677287,1.0538,0.677287,1.0538,0.908049
56, 3.75, 1.72395,0.355194,-0.16996,341.718,0.454443,0.0497408,0.677287,1.0538,0.677287,1.0538,0.908049
57, 3.75, 1.72395,0.355194,-0.16996,341.885,0.480473,0.0534519,0.677287,1.0538,0.677287,1.0538,0.908049
58, 3.75, 1.72395,0.355194,-0.16996,351.918,0.462459,0.051922,0.677287,1.0538,0.677287,1.0538,0.908049
59, 3.75, 1.72395,0.355194,-0.16996,360.513,0.453317,0.0508667,0.677287,1.0538,0.677287,1.0538,0.908049
0, 3.75, 1.95045,0.334505,-0.186418,1.8259,1.8043,0.19685,0.677287,1.0538,0.677287,1.0538,0.908049
1, 3.75, 1.95045,0.334505,-0.186418,14.5902,1.89899,0.209735,0.677287,1.0538,0.677287,1.0538,0.908049
2, 3.75, 1.95045,0.334505,-0.186418,10.9513,1.58201,0.174774,0.677287,1.0538,0.677287,1.0538,0.908049
3, 3.75, 1.95045,0.334505,-0.186418,26.0152,1.6594,0.181907,0.677287,1.0538,0.677287,1.0538,0.908049
4, 3.75, 1.95045,0.334505,-0.186418,28.9261,1.52865,0.168886,0.677287,1.0538,0.677287,1.0538,0.908049
5, 3.75, 1.95045,0.334505,-0.186418,32.067,1.54303,0.16999,0.677287,1.0538,0.677287,1.0538,0.908049
6, 3.75, 1.95045,0.334505,-0.186418,47.1061,1.12581,0.123479,0.677287,1.0538,0.677287,1.0538,0.908049
7, 3.75, 1.95045,0.334505,-0.186418,45.819,1.13091,0.121821,0.677287,1.0538,0.677287,1.0538,0.908049
8, 3.75, 1.95045,0.334505,-0.186418,56.6616,0.838283,0.0917629,0.677287,1.0538,0.677287,1.0538,0.908049
9, 3.75, 1.95045,0.334505,-0.186418,59.4646,1.00986,0.112228,0.677287,1.0538,0.677287,1.0538,0.908049
10, 3.75, 1.95045,0.334505,-0.186418,68.1153,0.785918,0.0849501,0.677287,1.0538,0.677287,1.0538,0.908049
11, 3.75, 1.95045,0.334505,-0.186418,65.1694,0.822646,0.0922688,0.677287,1.0538,0.677287,1.0538,0.908049
12, 3.75, 1.95045,0.334505,-0.186418,74.8841,0.779057,0.0859384,0.677287,1.0538,0.677287,1.0538,0.908049
13, 3.75, 1.95045,0.334505,-0.186418,83.0205,0.586795,0.0632995,0.677287,1.0538,0.677287,1.0538,0.908049
14, 3.75, 1.95045,0.334505,-0.186418,87.1307,0.579584,0.0635859,0.677287,1.0538,0.677287,1.0538,0.908049
15, 3.75, 1.95045,0.334505,-0.186418,93.3212,0.561521,0.0598709,0.677287,1.0538,0.677287,1.0538,0.908049
16, 3.75, 1.95045,0.334505,-0.186418,96.5166,0.475449,0.0510741,0.677287,1.0538,0.677287,1.0538,0.908049
17, 3.75, 1.95045,0.334505,-0.186418,109.607,0.451753,0.0499203,0.677287,1.0538,0.677287,1.0538,0.908049
18, 3.75, 1.95045,0.334505,-0.186418,108.787,0.479122,0.0525854,0.677287,1.0538,0.677287,1.0538,0.908049
19, 3.75, 1.95045,0.334505,-0.186418,119.561,0.352941,0.0384291,0.677287,1.0538,0.677287,1.0538,0.908049
20, 3.75, 1.95045,0.334505,-0.186418,124.549,0.355194,0.0377564,0.677287,1.0538,0.677287,1.0538,0.908049
21, 3.75, 1.95045,0.334505,-0.186418,133.7,0.340488,0.0387478,0.677287,1.0538,0.677287,1.0538,0.908049
22, 3.75, 1.95045,0.334505,-0.186418,135.54,0.353859,0.0401038,0.677287,1.0538,0.677287,1.0538,0.908049
23, 3.75, 1.95045,0.334505,-0.186418,136.574,0.291424,0.0333133,0.677287,1.0538,0.677287,1.0538,0.908049
24, 3.75, 1.95045,0.334505,-0.186418,150.873,0.25913,0.0285813,0.677287,1.0538,0.677287,1.0538,0.908049
25, 3.75, 1.95045,0.334505,-0.186418,152.834,0.330191,0.0354104,0.677287,1.0538,0.677287,1.0538,0.908049
26, 3.75, 1.95045,0.334505,-0.186418,162.589,0.28991,0.0312591,0.677287,1.0538,0.677287,1.0538,0.908049
27, 3.75, 1.95045,0.334505,-0.186418,167.664,0.268549,0.0300121,0.677287,1.0538,0.677287,1.0538,0.908049
28, 3.75, 1.95045,0.334505,-0.186418,166.329,0.26187,0.0292298,0.677287,1.0538,0.677287,1.0538,0.908049
29, 3.75, 1.95045,0.334505,-0.186418,179.022,0.299827,0.032643,0.677287,1.0538,0.677287,1.0538,0.908049
30, 3.75, 1.95045,0.334505,-0.186418,188.333,0.266233,0.0278059,0.677287,1.0538,0.677287,1.0538,0.908049
31, 3.75, 1.95045,0.334505,-0.186418,188.086,0.241431,0.0263531,0.677287,1.0538,0.677287,1.0538,0.908049
32, 3.75, 1.95045,0.334505,-0.186418,192.513,0.287052,0.033706,0.677287,1.0538,0.677287,1.0538,0.908049
33, 3.75, 1.95045,0.334505,-0.186418,206.41,0.294958,0.0323931,0.677287,1.0538,0.677287,1.0538,0.908049
34, 3.75, 1.95045,0.334505,-0.186418,208.054,0.332283,0.0356457,0.677287,1.0538,0.677287,1.0538,0.908049
35, 3.75, 1.95045,0.334505,-0.186418,213.13,0.294564,0.0317189,0.677287,1.0538,0.677287,1.0538,0.908049
36, 3.75, 1.95045,0.334505,-0.186418,215.351,0.241081,0.0287602,0.677287,1.0538,0.677287,1.0538,0.908049
