Index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde
5, 2.75, 2.07387,0.436939,-0.291599,54.1462,2.12379,0.233433,0.505418,0.700131,0.505418,0.700131,0.694064
6, 2.75, 2.07387,0.436939,-0.291599,70.7002,1.69121,0.187852,0.505418,0.700131,0.505418,0.700131,0.694064
7, 2.75, 2.07387,0.436939,-0.291599,73.4422,1.47802,0.162104,0.505418,0.700131,0.505418,0.700131,0.694064
8, 2.75, 2.07387,0.436939,-0.291599,93.6447,0.886538,0.0974656,0.505418,0.700131,0.505418,0.700131,0.694064
9, 2.75, 2.07387,0.436939,-0.291599,95.1264,1.02035,0.113098,0.505418,0.700131,0.505418,0.700131,0.694064
10, 2.75, 2.07387,0.436939,-0.291599,103.385,0.698578,0.078394,0.505418,0.700131,0.505418,0.700131,0.694064
11, 2.75, 2.07387,0.436939,-0.291599,119.687,0.692926,0.0768772,0.505418,0.700131,0.505418,0.700131,0.694064
12, 2.75, 2.07387,0.436939,-0.291599,127.48,0.665954,0.0744771,0.505418,0.700131,0.505418,0.700131,0.694064
13, 2.75, 2.07387,0.436939,-0.291599,141.824,0.66376,0.0728391,0.505418,0.700131,0.505418,0.700131,0.694064
14, 2.75, 2.07387,0.436939,-0.291599,140.802,0.608901,0.0656851,0.505418,0.700131,0.505418,0.700131,0.694064
15, 2.75, 2.07387,0.436939,-0.291599,153.951,0.58157,0.0641558,0.505418,0.700131,0.505418,0.700131,0.694064
16, 2.75, 2.07387,0.436939,-0.291599,164.17,0.529992,0.0592406,0.505418,0.700131,0.505418,0.700131,0.694064
17, 2.75, 2.07387,0.436939,-0.291599,171.2,0.559813,0.0602312,0.505418,0.700131,0.505418,0.700131,0.694064
18, 2.75, 2.07387,0.436939,-0.291599,181.969,0.576534,0.0632003,0.505418,0.700131,0.505418,0.700131,0.694064
19, 2.75, 2.07387,0.436939,-0.291599,192.992,0.559647,0.060595,0.505418,0.700131,0.505418,0.700131,0.694064
20, 2.75, 2.07387,0.436939,-0.291599,206.744,0.713834,0.0791551,0.505418,0.700131,0.505418,0.700131,0.694064
21, 2.75, 2.07387,0.436939,-0.291599,214.723,0.559381,0.0618559,0.505418,0.700131,0.505418,0.700131,0.694064
22, 2.75, 2.07387,0.436939,-0.291599,223.901,0.786431,0.0855315,0.505418,0.700131,0.505418,0.700131,0.694064
23, 2.75, 2.07387,0.436939,-0.291599,238.663,0.627843,0.0703929,0.505418,0.700131,0.505418,0.700131,0.694064
24, 2.75, 2.07387,0.436939,-0.291599,244.688,0.762576,0.0838164,0.505418,0.700131,0.505418,0.700131,0.694064
25, 2.75, 2.07387,0.436939,-0.291599,256.643,0.944997,0.103146,0.505418,0.700131,0.505418,0.700131,0.694064
26, 2.75, 2.07387,0.436939,-0.291599,264.54,0.981857,0.108577,0.505418,0.700131,0.505418,0.700131,0.694064
27, 2.75, 2.07387,0.436939,-0.291599,277.62,1.31723,0.1442,0.505418,0.700131,0.505418,0.700131,0.694064
28, 2.75, 2.07387,0.436939,-0.291599,287.78,1.76738,0.193613,0.505418,0.700131,0.505418,0.700131,0.694064
29, 2.75, 2.07387,0.436939,-0.291599,288.134,1.8713,0.204382,0.505418,0.700131,0.505418,0.700131,0.694064
30, 2.75, 2.07387,0.436939,-0.291599,299.473,1.92324,0.210527,0.505418,0.700131,0.505418,0.700131,0.694064
31, 2.75, 2.07387,0.436939,-0.291599,316.341,3.38321,0.371971,0.505418,0.700131,0.505418,0.700131,0.694064
32, 2.75, 2.07387,0.436939,-0.291599,324.295,5.27543,0.579578,0.505418,0.700131,0.505418,0.700131,0.694064
33, 2.75, 2.07387,0.436939,-0.291599,335.292,8.72988,0.960407,0.505418,0.700131,0.505418,0.700131,0.694064
34, 2.75, 2.07387,0.436939,-0.291599,346.577,29.8456,3.28302,0.505418,0.700131,0.505418,0.700131,0.694064
35, 2.75, 2.07387,0.436939,-0.291599,360.244,76.6002,8.42806,0.505418,0.700131,0.505418,0.700131,0.694064
0, 3.75, 1.75283,0.347765,-0.16127,3.89284,0.56874,0.06328,0.70236,1.10807,0.70236,1.10807,0.93795
1, 3.75, 1.75283,0.347765,-0.16127,14.7327,0.622823,0.0688551,0.70236,1.10807,0.70236,1.10807,0.93795
2, 3.75, 1.75283,0.347765,-0.16127,19.6695,0.571192,0.0598933,0.70236,1.10807,0.70236,1.10807,0.93795
3, 3.75, 1.75283,0.347765,-0.16127,32.2818,0.543798,0.0595692,0.70236,1.10807,0.70236,1.10807,0.93795
4, 3.75, 1.75283,0.347765,-0.16127,43.0325,0.414962,0.0463324,0.70236,1.10807,0.70236,1.10807,0.93795
5, 3.75, 1.75283,0.347765,-0.16127,48.5325,0.436433,0.0459904,0.70236,1.10807,0.70236,1.10807,0.93795
6, 3.75, 1.75283,0.347765,-0.16127,63.5733,0.392235,0.0428614,0.70236,1.10807,0.70236,1.10807,0.93795
7, 3.75, 1.75283,0.347765,-0.16127,74.282,0.370975,0.0430335,0.70236,1.10807,0.70236,1.10807,0.93795
8, 3.75, 1.75283,0.347765,-0.16127,85.4434,0.381858,0.0439005,0.70236,1.10807,0.70236,1.10807,0.93795
9, 3.75, 1.75283,0.347765,-0.16127,97.6608,0.301087,0.0315002,0.70236,1.10807,0.70236,1.10807,0.93795
10, 3.75, 1.75283,0.347765,-0.16127,105.867,0.313179,0.0343504,0.70236,1.10807,0.70236,1.10807,0.93795
11, 3.75, 1.75283,0.347765,-0.16127,117.773,0.256575,0.02724,0.70236,1.10807,0.70236,1.10807,0.93795
12, 3.75, 1.75283,0.347765,-0.16127,128.016,0.267827,0.0300695,0.70236,1.10807,0.70236,1.10807,0.93795
13, 3.75, 1.75283,0.347765,-0.16127,132.107,0.260559,0.0280378,0.70236,1.10807,0.70236,1.10807,0.93795
14, 3.75, 1.75283,0.347765,-0.16127,144.364,0.229786,0.0268138,0.70236,1.10807,0.70236,1.10807,0.93795
15, 3.75, 1.75283,0.347765,-0.16127,149.89,0.220282,0.0245698,0.70236,1.10807,0.70236,1.10807,0.93795
16, 3.75, 1.75283,0.347765,-0.16127,163.12,0.255016,0.0274755,0.70236,1.10807,0.70236,1.10807,0.93795
17, 3.75, 1.75283,0.347765,-0.16127,177.668,0.198428,0.0207877,0.70236,1.10807,0.70236,1.10807,0.93795
18, 3.75, 1.75283,0.347765,-0.16127,188.432,0.23498,0.0245493,0.70236,1.10807,0.70236,1.10807,0.93795
19, 3.75, 1.75283,0.347765,-0.16127,196.022,0.272477,0.0297797,0.70236,1.10807,0.70236,1.10807,0.93795
20, 3.75, 1.75283,0.347765,-0.16127,203.194,0.224863,0.0258378,0.70236,1.10807,0.70236,1.10807,0.93795
21, 3.75, 1.75283,0.347765,-0.16127,213.367,0.291119,0.0314927,0.70236,1.10807,0.70236,1.10807,0.93795
22, 3.75, 1.75283,0.347765,-0.16127,221.513,0.237031,0.0252484,0.70236,1.10807,0.70236,1.10807,0.93795
23, 3.75, 1.75283,0.347765,-0.16127,235.295,0.268898,0.0280729,0.70236,1.10807,0.70236,1.10807,0.93795
24, 3.75, 1.75283,0.347765,-0.16127,245.499,0.238903,0.0274323,0.70236,1.10807,0.70236,1.10807,0.93795
25, 3.75, 1.75283,0.347765,-0.16127,254.06,0.329396,0.0367558,0.70236,1.10807,0.70236,1.10807,0.93795
26, 3.75, 1.75283,0.347765,-0.16127,261.457,0.38273,0.0416557,0.70236,1.10807,0.70236,1.10807,0.93795
27, 3.75, 1.75283,0.347765,-0.16127,275.289,0.341377,0.0372397,0.70236,1.10807,0.70236,1.10807,0.93795
28, 3.75, 1.75283,0.347765,-0.16127,289.416,0.349151,0.0387219,0.70236,1.10807,0.70236,1.10807,0.93795
29, 3.75, 1.75283,0.347765,-0.16127,298.525,0.382758,0.0412413,0.70236,1.10807,0.70236,1.10807,0.93795
30, 3.75, 1.75283,0.347765,-0.16127,305.644,0.463111,0.0500203,0.70236,1.10807,0.70236,1.10807,0.93795
31, 3.75, 1.75283,0.347765,-0.16127,310.798,0.427886,0.0488012,0.70236,1.10807,0.70236,1.10807,0.93795
32, 3.75, 1.75283,0.347765,-0.16127,325.674,0.515067,0.0565917,0.70236,1.10807,0.70236,1.10807,0.93795
33, 3.75, 1.75283,0.347765,-0.16127,335.592,0.518006,0.0596413,0.70236,1.10807,0.70236,1.10807,0.93795
34, 3.75, 1.75283,0.347765,-0.16127,345.389,0.548215,0.0601247,0.70236,1.10807,0.70236,1.10807,0.93795
35, 3.75, 1.75283,0.347765,-0.16127,351.383,0.444423,0.0499876,0.70236,1.10807,0.70236,1.10807,0.93795
0, 3.75, 1.72395,0.355194,-0.205368,4.6426,0.552648,0.0607276,0.631324,0.95597,0.631324,0.95597,0.852383
1, 3.75, 1.72395,0.355194,-0.205368,12.2379,0.538616,0.0584123,0.631324,0.95597,0.631324,0.95597,0.852383
2, 3.75, 1.72395,0.355194,-0.205368,24.5827,0.485602,0.0513547,0.631324,0.95597,0.631324,0.95597,0.852383
3, 3.75, 1.72395,0.355194,-0.205368,37.8822,0.401764,0.045232,0.631324,0.95597,0.631324,0.95597,0.852383
4, 3.75, 1.72395,0.355194,-0.205368,44.7016,0.33477,0.0358554,0.631324,0.95597,0.631324,0.95597,0.852383
5, 3.75, 1.72395,0.355194,-0.205368,52.1727,0.383518,0.0430797,0.631324,0.95597,0.631324,0.95597,0.852383
6, 3.75, 1.72395,0.355194,-0.205368,69.6681,0.299553,0.0300666,0.631324,0.95597,0.631324,0.95597,0.852383
7, 3.75, 1.72395,0.355194,-0.205368,71.3469,0.260246,0.0279582,0.631324,0.95597,0.631324,0.95597,0.852383
8, 3.75, 1.72395,0.355194,-0.205368,84.2394,0.238036,0.0263523,0.631324,0.95597,0.631324,0.95597,0.852383
9, 3.75, 1.72395,0.355194,-0.205368,101.143,0.196877,0.0210832,0.631324,0.95597,0.631324,0.95597,0.852383
10, 3.75, 1.72395,0.355194,-0.205368,101.997,0.200893,0.0214315,0.631324,0.95597,0.631324,0.95597,0.852383
11, 3.75, 1.72395,0.355194,-0.205368,114.479,0.15847,0.0167004,0.631324,0.95597,0.631324,0.95597,0.852383
12, 3.75, 1.72395,0.355194,-0.205368,128.815,0.138043,0.015745,0.631324,0.95597,0.631324,0.95597,0.852383
13, 3.75, 1.72395,0.355194,-0.205368,132.463,0.173675,0.0180964,0.631324,0.95597,0.631324,0.95597,0.852383
14, 3.75, 1.72395,0.355194,-0.205368,144.456,0.124126,0.0134013,0.631324,0.95597,0.631324,0.95597,0.852383
15, 3.75, 1.72395,0.355194,-0.205368,154.24,0.120695,0.0123137,0.631324,0.95597,0.631324,0.95597,0.852383
16, 3.75, 1.72395,0.355194,-0.205368,166.813,0.125557,0.0127009,0.631324,0.95597,0.631324,0.95597,0.852383
17, 3.75, 1.72395,0.355194,-0.205368,172.386,0.130931,0.0156289,0.631324,0.95597,0.631324,0.95597,0.852383
18, 3.75, 1.72395,0.355194,-0.205368,182.482,0.123088,0.0139188,0.631324,0.95597,0.631324,0.95597,0.852383
19, 3.75, 1.72395,0.355194,-0.205368,197.919,0.115579,0.0122829,0.631324,0.95597,0.631324,0.95597,0.852383
20, 3.75, 1.72395,0.355194,-0.205368,213.172,0.123257,0.0129185,0.631324,0.95597,0.631324,0.95597,0.852383
21, 3.75, 1.72395,0.355194,-0.205368,214.201,0.127228,0.0145283,0.631324,0.95597,0.631324,0.95597,0.852383
22, 3.75, 1.72395,0.355194,-0.205368,219.35,0.119614,0.0127291,0.631324,0.95597,0.631324,0.95597,0.852383
23, 3.75, 1.72395,0.355194,-0.205368,238.439,0.180407,0.0188758,0.631324,0.95597,0.631324,0.95597,0.852383
24, 3.75, 1.72395,0.355194,-0.205368,248.361,0.176378,0.0195267,0.631324,0.95597,0.631324,0.95597,0.852383
25, 3.75, 1.72395,0.355194,-0.205368,259.22,0.207455,0.021819,0.631324,0.95597,0.631324,0.95597,0.852383
26, 3.75, 1.72395,0.355194,-0.205368,266.463,0.238557,0.0259155,0.631324,0.95597,0.631324,0.95597,0.852383
27, 3.75, 1.72395,0.355194,-0.205368,273.845,0.211526,0.0229482,0.631324,0.95597,0.631324,0.95597,0.852383
28, 3.75, 1.72395,0.355194,-0.205368,281.231,0.221033,0.0220192,0.631324,0.95597,0.631324,0.95597,0.852383
29, 3.75, 1.72395,0.355194,-0.205368,299.277,0.327401,0.0362881,0.631324,0.95597,0.631324,0.95597,0.852383
30, 3.75, 1.72395,0.355194,-0.205368,302.385,0.350828,0.039179,0.631324,0.95597,0.631324,0.95597,0.852383
31, 3.75, 1.72395,0.355194,-0.205368,312.004,0.420125,0.046984,0.631324,0.95597,0.631324,0.95597,0.852383
32, 3.75, 1.72395,0.355194,-0.205368,322.934,0.416573,0.047118,0.631324,0.95597,0.631324,0.95597,0.852383
33, 3.75, 1.72395,0.355194,-0.205368,327.857,0.492035,0.0560052,0.631324,0.95597,0.631324,0.95597,0.852383
34, 3.75, 1.72395,0.355194,-0.205368,348.425,0.507923,0.0568475,0.631324,0.95597,0.631324,0.95597,0.852383
35, 3.75, 1.72395,0.355194,-0.205368,350.317,0.463159,0.0504292,0.631324,0.95597,0.631324,0.95597,0.852383
0, 3.75, 1.95045,0.334505,-0.269917,1.8259,3.44769,0.377622,0.584465,0.858558,0.584465,0.858558,0.79447
1, 3.75, 1.95045,0.334505,-0.269917,18.5902,2.5905,0.285801,0.584465,0.858558,0.584465,0.858558,0.79447
2, 3.75, 1.95045,0.334505,-0.269917,18.9513,2.0636,0.227749,0.584465,0.858558,0.584465,0.858558,0.79447
3, 3.75, 1.95045,0.334505,-0.269917,38.0152,1.2495,0.136818,0.584465,0.858558,0.584465,0.858558,0.79447
4, 3.75, 1.95045,0.334505,-0.269917,44.9261,0.945144,0.104701,0.584465,0.858558,0.584465,0.858558,0.79447
5, 3.75, 1.95045,0.334505,-0.269917,52.067,0.797168,0.0879449,0.584465,0.858558,0.584465,0.858558,0.79447
6, 3.75, 1.95045,0.334505,-0.269917,71.1061,0.451572,0.0493128,0.584465,0.858558,0.584465,0.858558,0.79447
7, 3.75, 1.95045,0.334505,-0.269917,73.819,0.415297,0.0431031,0.584465,0.858558,0.584465,0.858558,0.79447
8, 3.75, 1.95045,0.334505,-0.269917,88.6616,0.275873,0.0298978,0.584465,0.858558,0.584465,0.858558,0.79447
9, 3.75, 1.95045,0.334505,-0.269917,95.4646,0.309984,0.0352415,0.584465,0.858558,0.584465,0.858558,0.79447
10, 3.75, 1.95045,0.334505,-0.269917,108.115,0.23237,0.0240598,0.584465,0.858558,0.584465,0.858558,0.79447
11, 3.75, 1.95045,0.334505,-0.269917,109.169,0.227685,0.0268231,0.584465,0.858558,0.584465,0.858558,0.79447
12, 3.75, 1.95045,0.334505,-0.269917,122.884,0.217085,0.0241215,0.584465,0.858558,0.584465,0.858558,0.79447
13, 3.75, 1.95045,0.334505,-0.269917,135.021,0.167316,0.0171568,0.584465,0.858558,0.584465,0.858558,0.79447
14, 3.75, 1.95045,0.334505,-0.269917,143.131,0.166384,0.0181339,0.584465,0.858558,0.584465,0.858558,0.79447
15, 3.75, 1.95045,0.334505,-0.269917,153.321,0.167117,0.0164865,0.584465,0.858558,0.584465,0.858558,0.79447
16, 3.75, 1.95045,0.334505,-0.269917,160.517,0.143921,0.014606,0.584465,0.858558,0.584465,0.858558,0.79447
17, 3.75, 1.95045,0.334505,-0.269917,177.607,0.155719,0.0173566,0.584465,0.858558,0.584465,0.858558,0.79447
18, 3.75, 1.95045,0.334505,-0.269917,180.787,0.163593,0.0178771,0.584465,0.858558,0.584465,0.858558,0.79447
19, 3.75, 1.95045,0.334505,-0.269917,195.561,0.137099,0.0146864,0.584465,0.858558,0.584465,0.858558,0.79447
20, 3.75, 1.95045,0.334505,-0.269917,204.549,0.148376,0.0150064,0.584465,0.858558,0.584465,0.858558,0.79447
21, 3.75, 1.95045,0.334505,-0.269917,217.7,0.16308,0.0192329,0.584465,0.858558,0.584465,0.858558,0.79447
22, 3.75, 1.95045,0.334505,-0.269917,223.54,0.178536,0.0208182,0.584465,0.858558,0.584465,0.858558,0.79447
23, 3.75, 1.95045,0.334505,-0.269917,228.574,0.153982,0.0181947,0.584465,0.858558,0.584465,0.858558,0.79447
24, 3.75, 1.95045,0.334505,-0.269917,246.873,0.178499,0.019712,0.584465,0.858558,0.584465,0.858558,0.79447
25, 3.75, 1.95045,0.334505,-0.269917,252.834,0.247885,0.0263568,0.584465,0.858558,0.584465,0.858558,0.79447
26, 3.75, 1.95045,0.334505,-0.269917,266.589,0.278342,0.0299866,0.584465,0.858558,0.584465,0.858558,0.79447
27, 3.75, 1.95045,0.334505,-0.269917,275.664,0.308877,0.0344482,0.584465,0.858558,0.584465,0.858558,0.79447
28, 3.75, 1.95045,0.334505,-0.269917,278.329,0.317239,0.0353204,0.584465,0.858558,0.584465,0.858558,0.79447
29, 3.75, 1.95045,0.334505,-0.269917,295.022,0.544594,0.0595675,0.584465,0.858558,0.584465,0.858558,0.79447
30, 3.75, 1.95045,0.334505,-0.269917,308.333,0.704617,0.0760282,0.584465,0.858558,0.584465,0.858558,0.79447
31, 3.75, 1.95045,0.334505,-0.269917,312.086,0.720363,0.0790356,0.584465,0.858558,0.584465,0.858558,0.79447
32, 3.75, 1.95045,0.334505,-0.269917,320.513,1.13517,0.126999,0.584465,0.858558,0.584465,0.858558,0.79447
33, 3.75, 1.95045,0.334505,-0.269917,338.41,2.21144,0.243206,0.584465,0.858558,0.584465,0.858558,0.79447
34, 3.75, 1.95045,0.334505,-0.269917,344.054,3.04275,0.333797,0.584465,0.858558,0.584465,0.858558,0.79447
35, 3.75, 1.95045,0.334505,-0.269917,353.13,3.39442,0.372703,0.584465,0.858558,0.584465,0.858558,0.79447
0, 3.75, 1.95072,0.360829,-0.27869,5.95787,0.816687,0.0891612,0.543877,0.776237,0.543877,0.776237,0.743344
